Network,N_Nodes,Density,Rigidity,Target_Bucket,Target_Node,Target_Value,Exact_SDP,Exact_Time_sec,MCMC_Mean_SDP,MCMC_Variance,MCMC_Avg_Time_sec,Absolute_Error
bn_n50_w2_sparse_fuzzy.bif,50,sparse,fuzzy,0.7,X10,1,0.6877062828715156,0.017423391342163086,0.6869428571428571,0.00013643755102040795,8.131618571281432,0.0007634257286585067
bn_n50_w2_sparse_fuzzy.bif,50,sparse,fuzzy,0.8,X10,1,0.8182459103534966,0.018189191818237305,0.8166428571428572,4.5519387755102314e-05,7.877843737602234,0.0016030532106393602
bn_n50_w2_sparse_fuzzy.bif,50,sparse,fuzzy,0.9,X10,1,0.9378785175155457,0.018209218978881836,0.9379000000000002,3.8677755102040705e-05,8.007158470153808,2.1482484454438122e-05
bn_n50_w2_sparse_fuzzy.bif,50,sparse,fuzzy,1.0,X10,1,0.9702317490862283,0.01734781265258789,0.9685571428571429,3.2671428571428923e-06,8.131007027626037,0.0016746062290854402
bn_n20_w6_medium_det.bif,20,medium,det,0.5,X3,1,0.46577823815502334,0.008860111236572266,0.4612428571428572,0.0002605675510204082,4.208871936798095,0.004535381012166162
bn_n20_w6_medium_det.bif,20,medium,det,0.6,X3,1,0.6332454217650973,0.009589672088623047,0.6298285714285715,5.573795918367357e-05,4.169869804382325,0.003416850336525834
bn_n20_w6_medium_det.bif,20,medium,det,0.7,X3,1,0.6913643731892083,0.009331703186035156,0.6689857142857143,0.03846504265306123,4.187846779823303,0.022378658903493998
bn_n20_w6_medium_det.bif,20,medium,det,0.8,X3,1,0.7912048438827948,0.009060382843017578,0.7989857142857143,0.0001455528571428567,4.204020833969116,0.007780870402919526
bn_n20_w6_medium_det.bif,20,medium,det,0.9,X3,1,0.9484591056055133,0.008905887603759766,0.9489571428571428,1.4551224489795866e-05,4.1730481624603275,0.0004980372516295573
bn_n20_w6_medium_det.bif,20,medium,det,1.0,X3,1,0.9999999145605504,0.009128093719482422,1.0,0.0,4.299438548088074,8.543944962635663e-08
bn_n20_w12_dense_fuzzy.bif,20,dense,fuzzy,0.5,X7,1,0.521689454078791,0.010890007019042969,0.5246571428571427,2.0596734693877436e-05,5.329108023643494,0.0029676887783517403
bn_n20_w12_dense_fuzzy.bif,20,dense,fuzzy,0.6,X7,1,0.5976499691980754,0.011610984802246094,0.5965,2.720918367346949e-05,5.317918205261231,0.0011499691980754179
bn_n20_w12_dense_fuzzy.bif,20,dense,fuzzy,0.7,X7,1,0.7163966329386657,0.011039018630981445,0.7188,2.2821224489795955e-05,5.400662803649903,0.0024033670613342606
bn_n20_w12_dense_fuzzy.bif,20,dense,fuzzy,0.8,X7,1,0.7870796218264113,0.01164102554321289,0.7894142857142857,3.391204081632677e-05,5.319255018234253,0.0023346638878743997
bn_n20_w12_dense_fuzzy.bif,20,dense,fuzzy,0.9,X7,1,0.8736180619987163,0.011932849884033203,0.8742000000000001,2.078857142857137e-05,5.3257475137710575,0.0005819380012838105
bn_n20_w12_dense_fuzzy.bif,20,dense,fuzzy,1.0,X7,1,0.9999999999999999,0.011222124099731445,1.0,0.0,5.364096093177795,1.1102230246251565e-16
bn_n10_w12_dense_fuzzy.bif,10,dense,fuzzy,0.5,X0,1,0.46920976118562524,0.004230976104736328,0.47037142857142855,9.331428571428608e-06,2.051418995857239,0.001161667385803311
bn_n10_w12_dense_fuzzy.bif,10,dense,fuzzy,0.6,X0,1,0.6380515412108436,0.0040760040283203125,0.6410285714285714,4.62808163265305e-05,2.112302303314209,0.002977030217727772
bn_n10_w12_dense_fuzzy.bif,10,dense,fuzzy,0.7,X0,1,0.7435637474435155,0.006739377975463867,0.7464142857142857,2.8495714285714263e-05,2.095508027076721,0.0028505382707701976
bn_n10_w12_dense_fuzzy.bif,10,dense,fuzzy,0.8,X0,1,0.8476412526493784,0.003912925720214844,0.8478714285714286,1.6409999999999895e-05,2.0496746778488157,0.0002301759220502131
bn_n10_w12_dense_fuzzy.bif,10,dense,fuzzy,0.9,X0,1,0.8533273982712152,0.00514531135559082,0.8543,1.4744693877551015e-05,2.11539511680603,0.0009726017287847721
bn_n10_w12_dense_fuzzy.bif,10,dense,fuzzy,1.0,X0,1,1.0,0.004361391067504883,1.0,0.0,2.090213656425476,0.0
bn_n40_w12_dense_det.bif,40,dense,det,0.5,X38,1,0.5250063255069817,0.02066969871520996,0.4515571428571429,0.03508721816326531,10.23605523109436,0.0734491826498388
bn_n40_w12_dense_det.bif,40,dense,det,0.6,X38,1,0.6089220454249439,0.021767616271972656,0.5989714285714285,0.00024015020408163225,10.180546736717224,0.009950616853515393
bn_n40_w12_dense_det.bif,40,dense,det,0.7,X38,1,0.7341858812174956,0.01962590217590332,0.7388142857142858,8.940428571428589e-05,10.357187867164612,0.004628404496790139
bn_n40_w12_dense_det.bif,40,dense,det,0.8,X38,1,0.7613476274114785,0.021331071853637695,0.7401714285714286,0.010533358367346937,10.102791810035706,0.021176198840049953
bn_n40_w12_dense_det.bif,40,dense,det,0.9,X38,1,0.9053830251292627,0.020680904388427734,0.9035000000000002,0.0002022948979591835,10.144255304336548,0.0018830251292625277
bn_n40_w12_dense_det.bif,40,dense,det,1.0,X38,1,0.9996285299207512,0.021183252334594727,0.9996857142857143,8.889795918367185e-07,10.220686888694763,5.7184364963047685e-05
bn_n20_w6_medium_fuzzy.bif,20,medium,fuzzy,0.5,X16,1,0.5449269141306363,0.008411884307861328,0.5424,4.881551020408162e-05,4.164049124717712,0.0025269141306363263
bn_n20_w6_medium_fuzzy.bif,20,medium,fuzzy,0.6,X16,1,0.6333373304037239,0.011608123779296875,0.6344285714285716,7.379591836734698e-05,4.067378187179566,0.0010912410248477
bn_n20_w6_medium_fuzzy.bif,20,medium,fuzzy,0.7,X16,1,0.7340157496148694,0.008020877838134766,0.7348142857142858,3.457571428571412e-05,4.162259745597839,0.0007985360994163804
bn_n20_w6_medium_fuzzy.bif,20,medium,fuzzy,0.8,X16,1,0.769062548711036,0.008887290954589844,0.7692571428571429,1.3191020408163277e-05,4.137251996994019,0.00019459414610689674
bn_n20_w6_medium_fuzzy.bif,20,medium,fuzzy,0.9,X16,1,0.9206621939930646,0.008745431900024414,0.9231428571428572,5.065306122449003e-06,4.056195449829102,0.0024806631497925613
bn_n20_w6_medium_fuzzy.bif,20,medium,fuzzy,1.0,X16,1,1.0,0.00850820541381836,1.0,0.0,4.117286920547485,0.0
bn_n10_w12_dense_det.bif,10,dense,det,0.8,X3,1,0.8386050774284978,0.00472569465637207,0.8420428571428571,0.0006013879591836733,1.9859691381454467,0.0034377797143593236
bn_n10_w12_dense_det.bif,10,dense,det,0.9,X3,1,0.9375774102437605,0.005045175552368164,0.9373857142857143,1.5392040816326482e-05,1.9685619115829467,0.00019169595804624517
bn_n10_w12_dense_det.bif,10,dense,det,1.0,X3,1,0.966377542272729,0.004910945892333984,0.9657285714285715,2.92428571428571e-06,1.977878785133362,0.0006489708441574926
bn_n40_w2_sparse_fuzzy.bif,40,sparse,fuzzy,0.5,X30,1,0.5162363887578786,0.014132261276245117,0.514,5.717551020408173e-05,6.3483285188674925,0.0022363887578785713
bn_n40_w2_sparse_fuzzy.bif,40,sparse,fuzzy,0.6,X30,1,0.6162975908807025,0.014973878860473633,0.6119714285714285,5.956653061224469e-05,6.3940593004226685,0.004326162309273962
bn_n40_w2_sparse_fuzzy.bif,40,sparse,fuzzy,1.0,X30,1,1.0,0.014048099517822266,1.0,0.0,6.305807447433471,0.0
bn_n40_w2_sparse_det.bif,40,sparse,det,0.5,X14,1,0.5017316751727595,0.014777898788452148,0.5004571428571428,8.102775510204075e-05,6.191616940498352,0.0012745323156166943
bn_n40_w2_sparse_det.bif,40,sparse,det,0.6,X14,1,0.6409632441938862,0.018320083618164062,0.7496571428571429,0.019627155918367344,6.067269277572632,0.10869389866325674
bn_n40_w2_sparse_det.bif,40,sparse,det,0.7,X14,1,0.7219090163550085,0.014230012893676758,0.7284428571428572,0.013208867142857145,5.926464104652405,0.006533840787848688
bn_n40_w2_sparse_det.bif,40,sparse,det,0.8,X14,1,0.811625432161821,0.014888286590576172,0.6493571428571429,0.05340551122448979,6.000892782211304,0.16226828930467818
bn_n40_w2_sparse_det.bif,40,sparse,det,0.9,X14,1,0.8563144682682137,0.013379573822021484,0.8591857142857142,0.0001010859183673469,6.109193754196167,0.0028712460175005505
bn_n40_w2_sparse_det.bif,40,sparse,det,1.0,X14,1,0.9982845652857896,0.013565301895141602,0.9984285714285713,2.661224489795953e-06,6.0254371643066404,0.00014400614278176072
